age,workclass,fnlwgt,capital-gain
32, Private,400535,0
30, Private,330802,0
24, Private,117789,0
20, Private,330836,0
33, Private,323985,0
50, Local-gov,282701,4386
45, Private,180695,0
38, Private,314007,5178
51, Without-pay,124963,0
47, Private,380922,15024
53, Local-gov,222381,0
33, Self-emp-not-inc,656488,0
38, Private,98776,0
47, Private,143050,0
17, Private,118792,0
21, Private,154964,0
41, Private,163847,0
28, Private,282398,0
47, Private,78954,0
38, Self-emp-not-inc,203988,99999
54, Private,111130,0
45, Private,149388,0
45, Private,39464,0
29, Local-gov,94064,0
44, State-gov,342510,7688
66, Self-emp-not-inc,163726,0
35, Private,194496,0
66, Self-emp-not-inc,298045,0
24, Private,42100,0
30, Private,77143,0
38, Private,233197,0
17, Private,295120,0
20, Private,85021,0
54, ?,191659,0
45, Self-emp-not-inc,244194,5178
32, Local-gov,287229,0
18, Private,324046,0
33, State-gov,65018,0
37, Private,421633,0
28, Private,93235,0
60, Local-gov,227232,0
30, ?,121775,0
36, Private,65382,0
19, Private,179422,0
53, Federal-gov,276868,0
57, Private,87317,0
32, Private,108247,3103
32, Private,197505,0
35, Self-emp-not-inc,127493,0
51, Private,75640,0
38, ?,320811,0
46, Local-gov,247053,0
31, Private,119735,0
29, Private,157950,0
40, Private,113732,0
52, Self-emp-inc,224763,0
42, Self-emp-not-inc,40024,0
42, Self-emp-not-inc,296594,0
43, Federal-gov,53956,0
38, Self-emp-inc,71009,7298
34, Private,191834,0
27, Private,107236,0
47, Private,231284,0
31, State-gov,203488,0
20, Private,41721,0
48, Private,205100,99999
57, Private,75673,0
28, ?,105598,0
63, Self-emp-not-inc,177832,0
24, Private,478457,0
28, Local-gov,194759,0
64, Self-emp-not-inc,30310,0
29, Private,130010,0
23, Private,170302,0
46, Private,120080,0
77, Private,183781,0
31, Private,422836,0
46, Private,266860,0
25, Private,393456,0
20, State-gov,318382,0
35, Private,354520,0
47, Private,123425,0
52, Private,123989,0
31, Private,175778,0
28, State-gov,73928,0
31, Private,33731,7688
41, Private,557349,0
23, Private,255252,0
40, Private,219164,5178
21, Local-gov,129050,0
61, Private,111797,0
34, Private,192900,0
44, Private,56651,0
26, Private,51961,0
37, Private,141584,0
18, Private,421350,0
52, Private,24740,0
31, Local-gov,498267,0
21, Private,117583,0
22, Private,191455,0
22, Private,135716,0
40, Private,27766,0
41, Private,323919,0
73, Local-gov,114561,0
17, Private,216137,0
49, Private,165539,0
42, Private,32016,7298
35, Private,89040,0
45, Private,264514,0
50, Private,24790,0
38, Private,181139,0
18, Private,168514,0
17, Private,354493,0
33, Private,206707,0
43, Private,230684,0
43, Local-gov,192381,0
37, Private,397752,0
52, State-gov,120173,0
22, Private,228394,0
83, Private,186112,0
21, Private,272237,0
45, Federal-gov,169711,15024
40, Self-emp-not-inc,172560,0
61, Private,213700,0
23, Private,181820,0
19, Private,120361,0
47, Local-gov,169324,4386
32, Private,262092,7298
24, Private,143436,0
43, Private,147099,0
55, Private,138594,0
58, Self-emp-not-inc,100606,0
25, Private,350850,0
23, Private,66432,0
44, Local-gov,229148,0
20, Private,236601,0
46, Private,144844,0
19, Private,366088,0
37, Private,162164,0
22, Private,442478,0
25, Private,181814,0
49, Private,175109,5178
34, Self-emp-inc,152109,0
47, Private,246891,15024
30, Private,164802,8614
21, Private,57711,0
22, Local-gov,117789,0
67, Private,120900,0
28, Private,114673,0
45, Private,78529,0
46, Private,282165,0
48, Private,149337,0
56, Private,250517,0
65, ?,76131,0
40, Private,352971,0
20, ?,243981,0
55, ?,421228,0
56, Private,94156,0
35, Private,306868,0
43, Private,187164,0
32, Private,179415,0
64, Private,45776,0
62, Private,256723,0
53, Private,31909,0
68, Private,90526,0
35, ?,127306,0
24, Private,179423,0
39, Private,140169,0
29, Private,37359,7298
24, Private,125813,0
33, Private,209415,0
41, Private,206619,0
48, Private,283737,0
47, Private,162187,0
30, Self-emp-inc,191571,0
59, Private,33725,0
34, Private,236543,0
26, Federal-gov,73047,0
20, Private,230574,0
32, Private,178109,0
58, Private,282023,0
31, Local-gov,101761,0
33, Private,98168,0
22, Private,287681,0
39, ?,265685,0
38, State-gov,91670,0
30, State-gov,61989,0
23, Private,138513,0
27, Self-emp-not-inc,95423,0
31, Federal-gov,30917,0
20, ?,316304,0
58, Private,102791,0
42, Private,416506,14084
20, Self-emp-inc,245611,0
47, Federal-gov,655066,0
57, Self-emp-not-inc,87584,0
47, Self-emp-not-inc,304223,0
49, Local-gov,40690,0
18, Private,348131,0
64, Private,191477,0
29, Private,115438,0
47, Federal-gov,176917,0
40, ?,104196,0
28, Private,202182,0
24, Private,308239,0
34, Private,163581,10520
34, Local-gov,211239,6497
31, Private,121321,0
23, State-gov,120172,0
20, Private,190916,0
25, Private,340288,0
32, Private,426431,0
44, Self-emp-inc,226027,0
28, Private,278736,0
48, Private,168462,0
18, ?,379070,0
43, Private,214541,0
52, Self-emp-inc,29887,0
53, Self-emp-not-inc,138022,0
57, Self-emp-inc,208018,0
45, Private,126876,0
45, Private,182703,0
34, Private,161153,0
44, Self-emp-not-inc,168443,0
25, Private,335522,0
27, Private,220104,0
28, ?,162312,0
36, Private,104772,0
61, Private,161472,0
52, Private,91506,0
19, Private,186717,0
53, Private,77927,0
55, Private,140063,0
37, Self-emp-inc,317580,0
51, Private,122533,0
29, Private,57423,0
45, Private,103331,0
64, State-gov,417543,8614
56, Private,253854,0
56, Private,106850,0
38, Self-emp-inc,314007,0
23, Private,494371,0
29, Local-gov,270421,0
33, Private,203488,0
35, Private,167691,0
25, Private,198318,0
37, Private,319831,0
28, Private,70240,0
67, Private,227113,0
22, Private,168997,0
23, State-gov,231929,0
22, Private,207969,0
68, Private,192656,0
31, Private,187215,0
51, Self-emp-inc,119570,0
64, Private,188659,0
35, Private,110013,0
26, Private,55860,0
42, Self-emp-inc,282069,0
20, Federal-gov,26585,0
46, Self-emp-inc,218890,0
35, Private,211154,0
51, Private,230095,0
34, Private,737315,0
50, Private,144084,0
48, Self-emp-not-inc,48384,0
51, Private,541755,0
27, Private,178778,0
28, Private,436198,0
37, Private,82521,4064
39, Private,367020,0
22, Private,174461,0
28, Private,162501,0
38, Private,193026,0
41, Private,218172,13550
41, Private,110318,0
36, Private,126675,0
24, Private,116788,0
24, Private,161092,0
28, Private,159109,0
28, Private,213191,0
49, Private,240629,0
17, Private,227960,0
54, Private,151580,0
41, Private,160893,0
35, Local-gov,184117,0
18, Private,32059,0
42, Private,361219,0
60, Private,334984,0
49, Self-emp-not-inc,33300,0
57, Private,199713,0
43, Private,401134,0
37, Private,132702,0
28, ?,306693,0
20, Private,286166,0
57, Private,123515,0
24, Private,132053,0
20, Self-emp-inc,266400,0
42, Local-gov,335248,0
81, Private,36147,10605
21, Private,266467,0
43, Private,143809,0
39, Private,334366,0
41, Private,347653,0
32, Private,386806,0
48, Private,202322,0
50, Private,594521,0
26, Private,174267,0
18, ?,169542,0
54, Private,227392,0
59, Federal-gov,99131,0
38, Self-emp-inc,225860,0
53, Private,287317,0
42, Private,46091,0
53, Private,170050,0
18, State-gov,352317,0
56, Private,225267,14084
28, Private,217545,0
33, Private,183778,0
43, Private,210013,0
36, Private,49115,7688
31, Private,310429,0
33, Private,114691,0
46, Private,124356,0
31, Private,51284,0
47, ?,294443,0
41, Private,200009,0
28, Private,258862,0
35, Private,37778,0
28, Private,402771,0
42, Federal-gov,201520,0
47, Local-gov,55237,0
63, ?,52750,0
63, Local-gov,197189,4650
39, Private,96564,0
23, Private,334105,0
41, Private,115323,0
31, Private,157289,0
52, Private,320877,0
64, Self-emp-not-inc,198186,0
62, Private,195543,0
48, Private,103406,0
22, ?,320451,0
18, Private,23940,0
46, Private,45857,0
29, Private,195557,0
44, Private,229148,0
21, ?,152328,0
47, Private,186157,0
60, Private,127712,0
24, Private,254351,0
61, Private,182163,0
34, Private,442656,0
30, Private,111363,0
36, Local-gov,491000,0
45, State-gov,156065,0
45, Private,243743,0
47, Self-emp-not-inc,173938,0
37, Private,86308,0
35, Private,216068,0
23, Private,237432,0
34, Private,177216,0
27, Private,212895,0
44, Self-emp-not-inc,122749,0
44, Private,254303,0
20, Private,73679,0
30, Private,455995,0
33, Private,214288,0
28, Private,228075,0
35, Private,412017,0
41, Private,236900,0
33, Private,289442,0
33, Local-gov,237298,0
36, State-gov,47072,0
25, Private,197036,0
19, State-gov,175507,0
53, Private,350131,0
35, Private,150057,4386
40, Self-emp-inc,190650,0
27, Private,430672,0
50, Private,99316,0
47, ?,191776,0
33, Private,97723,0
28, ?,197288,0
36, Private,239409,0
48, Private,195554,0
48, Self-emp-not-inc,76855,0
43, Private,281315,0
76, Local-gov,224058,0
23, Private,232799,2977
29, Private,174163,0
57, Private,47178,0
62, Self-emp-not-inc,97950,0
26, Private,342765,0
42, Local-gov,209818,0
36, Private,349534,0
43, Self-emp-inc,170214,0
28, Private,145284,0
33, Private,124161,0
48, Private,105357,0
32, Private,355700,99999
30, Private,99928,0
18, Private,308739,0
58, Self-emp-inc,179781,0
52, Federal-gov,297906,0
25, Private,189663,0
39, Self-emp-not-inc,339029,0
39, Self-emp-not-inc,87076,0
18, Private,109928,0
55, Private,218456,0
26, Local-gov,176756,0
69, ?,214923,0
21, Private,191789,0
19, Private,238383,0
21, Private,315476,0
36, Private,195148,0
49, ?,174274,0
42, Private,143208,0
40, Private,30201,0
35, Self-emp-inc,200352,0
31, Private,117028,0
45, Private,44489,0
52, Private,236222,0
23, Private,496856,0
29, Private,132675,0
42, Private,89226,0
36, ?,112660,0
61, Federal-gov,294466,0
58, Private,201011,0
47, Private,27624,0
31, Private,385959,0
53, Private,214691,0
34, Private,196253,0
62, Local-gov,242341,0
23, Private,195016,0
47, Private,174794,0
59, Self-emp-not-inc,134470,2635
17, Private,166360,0
40, Local-gov,26671,0
38, Self-emp-not-inc,589838,0
45, Private,149169,0
46, Private,287920,5013
57, Private,56080,0
22, State-gov,211798,0
30, Private,415266,0
42, Private,147110,0
32, Private,228873,7298
40, Private,305348,0
50, Federal-gov,189831,7298
45, Private,247379,0
38, Federal-gov,198841,0
29, Private,364986,0
31, Private,203488,0
31, Private,141118,0
49, Self-emp-not-inc,155862,0
46, Private,324550,0
55, Private,174353,0
82, Self-emp-not-inc,181912,0
45, Private,168191,15024
35, ?,216068,5178
41, Private,125461,0
21, Private,162688,0
19, Private,234406,0
41, State-gov,114537,0
40, Private,68111,0
44, Private,322799,0
21, Private,479296,0
39, Private,323385,0
63, Private,162772,0
53, Private,27166,10520
55, ?,142642,0
19, Private,162954,0
45, Federal-gov,90533,0
52, Private,234286,0
17, Private,355559,0
35, Private,32528,0
45, Private,132847,0
46, Private,279724,0
50, Private,30827,0
25, Private,179772,0
39, Private,112264,0
51, Private,93690,0
52, Local-gov,178983,0
55, ?,194740,0
48, Local-gov,283037,0
27, Private,312485,0
30, Private,202450,0
29, Local-gov,272569,0
53, Private,231865,0
26, Private,195693,0
27, Private,108574,0
58, Self-emp-not-inc,605504,0
19, Self-emp-not-inc,140985,0
22, State-gov,160369,0
29, Private,303440,0
44, Private,263871,0
55, Private,28338,0
36, Self-emp-inc,298624,0
41, Private,139126,0
57, Private,197994,0
34, Local-gov,241259,0
80, Self-emp-not-inc,248568,0
59, Self-emp-not-inc,304779,0
58, Private,143266,0
51, Private,169719,0
34, Private,257128,0
45, Private,78507,0
28, Private,490332,3103
32, Private,244200,0
44, Self-emp-not-inc,95298,0
23, Private,329174,0
33, Private,107142,0
39, State-gov,33975,0
26, Private,201579,0
39, Self-emp-not-inc,122852,0
35, Private,272742,27828
53, Private,161691,4865
41, Local-gov,223410,7688
90, Private,250832,2414
44, Local-gov,282069,0
19, Private,369164,0
81, Self-emp-not-inc,218521,0
19, Private,136405,0
40, Private,199018,0
28, Local-gov,299249,0
50, Private,235567,0
51, Self-emp-not-inc,73493,0
54, Private,320012,0
37, Self-emp-inc,183898,0
31, State-gov,190027,0
31, Private,87891,0
38, Private,304001,0
40, Private,171424,0
19, Private,123807,0
22, ?,210802,0
25, Private,80220,0
19, Private,216413,0
23, Private,423453,0
30, Private,178835,0
35, Private,304001,0
35, Private,167482,0
32, Private,26543,0
52, Private,176409,0
46, State-gov,87018,0
24, Private,251603,0
44, Local-gov,366180,0
42, Private,186916,0
30, Self-emp-not-inc,164461,0
42, Private,54102,0
48, Self-emp-not-inc,199058,0
22, Private,293324,0
47, Private,96798,0
65, Self-emp-not-inc,132340,0
45, Private,175925,0
17, Self-emp-not-inc,33230,0
20, Local-gov,298871,0
26, Private,142760,0
30, Private,200700,0
48, Private,117310,0
44, Private,238188,0
29, Private,354496,0
18, Private,416541,0
52, Private,42902,0
30, Private,180317,0
50, Private,378581,0
45, Local-gov,213620,0
58, Private,186905,99999
47, Private,182054,0
64, Local-gov,189634,0
25, Local-gov,170070,0
42, Private,445382,0
46, Self-emp-inc,168211,0
22, Private,341760,0
26, Private,152452,0
49, Private,558752,3674
28, Private,153813,0
54, Private,81859,0
47, Self-emp-not-inc,51664,0
46, Private,334421,0
35, Private,239415,0
57, Local-gov,62701,6849
37, Self-emp-inc,347491,0
54, Local-gov,108739,0
34, Private,340917,2174
54, Federal-gov,160636,0
49, Private,116927,0
24, Private,179423,0
18, Private,347829,0
62, Self-emp-not-inc,56317,0
37, Self-emp-inc,347189,0
42, Private,201520,0
43, Private,43533,0
20, Private,313786,0
36, Private,367216,0
23, Private,408988,0
48, Private,175662,0
77, Self-emp-not-inc,161552,0
26, Private,311743,0
25, Private,323229,0
38, Private,163204,0
25, Private,201481,0
27, Private,154210,0
36, Local-gov,247547,0
51, Self-emp-inc,254230,0
33, Private,156464,0
31, Private,108322,0
33, Private,213179,0
24, Private,160122,0
64, ?,80392,0
36, Local-gov,254202,0
26, State-gov,232914,0
31, Local-gov,206609,0
33, Private,44623,0
22, ?,199005,0
37, Private,403344,0
37, Private,118577,0
37, Private,122889,7298
23, Private,196508,0
26, Private,40915,0
37, Private,143774,0
22, Private,173004,0
49, Private,353824,0
53, Private,171058,0
40, Private,335400,0
30, Local-gov,263650,0
59, Private,187025,0
49, Private,149218,0
26, Private,190916,0
50, Private,240989,0
47, Private,216093,15024
42, Private,111483,0
24, Private,214810,0
46, Private,165402,5178
50, Federal-gov,36489,0
18, Private,173923,0
20, Private,273147,0
18, Private,113814,0
41, Private,118768,0
62, Federal-gov,34916,0
36, Private,73023,0
46, State-gov,179869,0
48, Federal-gov,259131,5455
52, Private,257756,0
53, Private,448862,0
31, Private,150553,0
30, Private,205152,0
26, Private,220499,0
19, Private,134252,0
20, Private,175808,0
35, Private,185621,0
24, Private,278391,0
22, Self-emp-not-inc,174907,0
40, Private,175642,0
24, Self-emp-not-inc,216889,0
34, Private,183557,0
24, Private,196674,0
20, Private,169188,0
46, Private,203785,0
49, Private,196707,0
37, Private,190297,0
18, Private,255595,0
38, Self-emp-not-inc,374983,0
21, Private,176178,0
35, Private,181165,0
43, Local-gov,212490,0
61, Private,215766,0
46, Private,261688,0
39, Private,123417,0
29, Private,108431,0
58, Private,32954,0
47, Private,224752,0
35, Private,122353,0
37, Private,176159,0
28, Private,189407,0
26, Private,181772,0
36, Self-emp-not-inc,109133,0
49, Self-emp-not-inc,165229,0
23, State-gov,315449,0
40, Private,37848,0
37, Federal-gov,54595,0
20, ?,127914,0
20, Private,121596,2907
38, Private,95336,0
40, ?,299197,0
58, Private,299991,3674
28, Private,70034,0
30, Private,256970,0
29, Private,108706,0
52, Private,227832,0
26, Private,272865,0
39, Private,60070,0
40, Private,223730,0
51, Self-emp-not-inc,22743,0
26, Private,195994,0
19, ?,181242,0
64, Private,133169,0
22, Private,99199,0
40, Private,246949,0
31, Private,284889,0
35, Private,150309,0
24, Private,201799,0
58, Private,52090,0
83, Local-gov,107338,0
45, Private,32356,0
47, Private,50092,0
28, Private,311446,0
29, Federal-gov,128553,0
23, Private,203203,0
30, Self-emp-not-inc,429281,0
31, Private,192660,0
30, Local-gov,170449,0
57, ?,221417,0
80, ?,156942,0
21, Private,177504,0
24, Private,378546,0
39, Self-emp-not-inc,33001,0
30, Private,213722,0
36, Private,152307,7298
61, Self-emp-not-inc,53777,0
23, Private,60668,0
34, Private,132544,0
53, Private,277772,0
23, Private,415755,0
51, Private,136080,0
29, Private,241607,2597
22, Private,180190,0
19, Private,400356,0
55, Federal-gov,154274,8614
48, Private,146497,0
47, Private,189498,0
32, Private,65942,0
27, Self-emp-not-inc,151382,0
41, Private,56651,0
25, Private,164488,0
27, Local-gov,183061,0
31, Private,289228,0
28, Private,38918,0
23, Private,194630,0
31, Private,262848,0
21, Private,157595,0
26, Private,102476,0
45, Local-gov,93663,0
30, Private,202450,0
45, Private,72393,0
27, Private,53147,0
29, Self-emp-not-inc,337944,0
31, Private,37939,0
57, Private,118993,0
60, Private,772919,0
26, Private,143062,0
31, Local-gov,32593,0
39, Private,167882,0
52, Local-gov,48413,0
50, Private,123429,0
61, Private,244261,0
37, State-gov,318891,0
20, Private,259788,0
42, Self-emp-not-inc,248876,0
63, Federal-gov,334418,0
38, Self-emp-not-inc,166497,0
54, Self-emp-not-inc,260833,0
35, Private,107477,0
20, Private,37932,0
58, Self-emp-not-inc,216948,0
38, Private,157473,0
21, ?,117222,0
27, Self-emp-inc,186733,0
53, Private,231472,15024
31, Local-gov,187689,0
32, Private,323985,0
53, Private,270655,0
36, Private,301614,0
25, Private,112754,0
23, ?,35633,0
30, Self-emp-not-inc,112358,0
57, Self-emp-not-inc,247337,0
40, Self-emp-inc,115411,0
42, State-gov,884434,0
55, Private,72812,0
26, Private,192549,0
43, Self-emp-not-inc,54310,0
58, Self-emp-not-inc,33386,0
30, Private,233433,0
24, Private,106373,0
60, Private,215591,0
39, Private,184531,0
40, Private,69495,0
63, Self-emp-not-inc,22228,0
38, Private,55899,0
50, Self-emp-inc,181498,0
31, State-gov,203572,0
23, Private,120601,0
36, Private,74706,0
59, ?,259673,0
48, Private,126441,0
25, Private,127784,0
43, Private,33658,0
36, Private,234901,0
45, Private,34307,0
75, Private,124660,0
29, Private,278637,0
27, Private,373545,0
17, Private,172548,0
46, Private,28074,0
58, Self-emp-not-inc,127539,2407
25, ?,180246,0
34, State-gov,377017,0
41, Private,144925,0
51, ?,156877,0
19, Private,153019,0
47, Private,32825,0
46, Private,114120,0
36, ?,92440,0
42, Self-emp-not-inc,32016,0
51, Private,165953,0
21, Private,96061,0
50, Private,106422,0
49, Self-emp-not-inc,167281,0
21, Private,137895,0
52, Private,177487,0
32, Private,344696,0
66, Self-emp-not-inc,51415,4931
36, Private,134367,0
40, Private,289636,0
30, Private,165115,0
20, Private,206008,0
22, State-gov,149342,0
48, Self-emp-not-inc,90042,0
22, Private,495288,0
22, Private,234970,0
51, Self-emp-not-inc,123011,0
36, Self-emp-not-inc,260454,0
19, Private,39026,0
22, Private,278021,0
47, Self-emp-not-inc,159399,0
34, Private,340665,0
34, State-gov,392518,0
24, Private,229826,0
62, Private,185503,0
25, Private,399117,0
45, Private,168232,0
42, Private,377322,0
71, Self-emp-not-inc,141742,1731
39, Private,31964,0
45, Self-emp-not-inc,29019,0
67, ?,183420,0
36, Private,305319,0
35, Private,182189,0
39, Private,257250,0
60, Self-emp-not-inc,269485,0
32, Self-emp-not-inc,182177,0
38, Private,179481,0
27, Private,199118,0
46, Private,33084,0
53, Private,185407,0
38, Self-emp-not-inc,177907,0
40, Private,145441,0
25, Private,104830,0
27, Private,247507,0
71, Self-emp-inc,216601,0
28, Local-gov,91670,0
58, Private,106740,0
57, Private,122562,0
35, Private,109133,3674
35, Private,196123,0
55, Private,123436,0
56, Self-emp-inc,42298,0
44, Private,297248,0
23, Private,117363,0
41, Private,79864,0
51, Private,190762,0
46, Private,155509,0
45, Federal-gov,163434,0
35, Private,153832,0
53, Federal-gov,147629,0
33, Private,488720,0
49, Private,169180,0
37, Private,188763,0
37, Private,229647,0
57, Self-emp-not-inc,321456,0
24, Private,199698,0
32, Private,226010,0
28, Private,116298,0
33, Private,130057,0
27, Private,369188,0
32, Private,155193,0
33, Private,159574,0
51, Private,299353,0
46, Local-gov,99971,0
65, Private,190160,99999
67, Private,283416,0
60, Private,224277,0
30, Private,111567,0
53, Private,151411,0
34, Private,346736,0
26, Private,264055,0
22, Private,309620,0
39, Private,224541,0
46, Private,235334,99999
22, Private,296158,0
25, Private,153997,0
53, Private,231482,0
35, Private,278553,0
56, Private,91251,0
47, Self-emp-not-inc,192053,0
47, Private,207120,0
46, Self-emp-inc,125892,0
34, Private,186824,0
45, Private,200471,0
22, Private,117779,0
23, Private,44793,0
33, Private,37646,0
45, Private,174127,0
26, Private,110103,0
20, Private,74631,0
32, Private,211239,0
26, ?,157008,0
35, Self-emp-not-inc,90406,0
27, Private,199998,0
73, Private,132350,0
61, Private,233427,0
52, Local-gov,71489,0
34, Self-emp-inc,119411,0
35, Private,351772,0
27, Local-gov,34254,0
51, Private,178693,0
47, Private,168262,0
58, Private,34169,3103
31, Private,328118,0
39, Self-emp-inc,122353,7688
18, Private,37315,0
27, Private,181916,0
21, Private,55465,0
45, Private,192203,15024
26, Private,91683,0
18, Private,39302,0
27, Private,171356,0
53, Self-emp-inc,197189,0
47, Private,112362,0
21, Private,228326,0
32, Private,307353,0
44, Private,172160,0
62, Self-emp-inc,234738,5013
34, Private,33117,0
64, Self-emp-not-inc,217380,0
36, Private,157954,0
53, Private,164299,0
61, Self-emp-not-inc,224981,0
25, Private,281209,0
41, Self-emp-not-inc,200479,0
28, Private,132750,0
22, Private,21154,0
34, State-gov,189843,0
21, Private,116657,0
52, Private,113522,0
53, Private,176185,0
90, Private,227796,6097
24, Private,194891,0
51, Private,197189,0
30, Private,182191,2202
47, Private,242559,0
90, Self-emp-not-inc,122348,20051
44, Private,40024,0
43, Local-gov,225978,0
18, Private,407436,0
60, Self-emp-not-inc,119471,0
33, Private,249409,0
38, ?,217409,0
48, Private,148995,0
50, Private,200046,0
37, Private,215618,0
21, Private,280081,0
46, Self-emp-inc,340651,0
39, Private,111000,0
26, Private,135521,0
24, Self-emp-not-inc,194102,0
35, Self-emp-not-inc,295127,0
60, ?,102310,0
48, Private,240175,0
41, Private,145441,0
61, Self-emp-not-inc,243019,0
33, Private,215596,0
25, State-gov,31350,0
23, Private,246965,0
28, Private,99838,0
40, Private,340797,0
51, ?,29937,0
38, Local-gov,30056,0
32, Private,309903,0
55, State-gov,256984,0
22, Private,181723,0
37, Private,101020,4787
44, Self-emp-not-inc,106900,0
24, Private,195770,0
49, Private,102737,0
35, Local-gov,191779,0
56, Self-emp-not-inc,99479,5013
62, Private,196891,0
19, ?,208066,0
31, Private,54341,0
21, Private,140001,0
26, Private,248220,0
53, Private,172962,0
37, Private,88215,0
18, Private,110142,0
41, Self-emp-not-inc,136986,0
52, State-gov,206775,0
50, Private,53497,0
22, Private,238534,0
38, Private,143123,0
36, Self-emp-not-inc,60269,0
33, Private,82623,4386
40, Local-gov,99666,0
61, Private,95680,0
44, State-gov,208163,0
41, Private,369781,0
17, Private,311288,0
42, Self-emp-not-inc,152889,0
38, Private,160086,0
34, Private,117963,0
33, Private,186884,0
41, Private,313830,0
31, ?,212529,0
41, Self-emp-inc,124330,0
53, Private,104501,0
41, Private,43501,0
24, Private,83774,0
37, Private,216845,0
45, Local-gov,168191,0
62, Self-emp-not-inc,166894,0
31, Private,110083,0
55, Private,194371,0
36, Federal-gov,125933,0
22, Private,444554,0
34, Private,190228,0
27, Private,604045,27828
36, Private,241126,0
38, Private,168355,0
48, State-gov,158451,914
50, Private,141608,0
36, Private,33157,0
45, Private,187563,5013
33, Private,26252,0
32, Local-gov,318647,0
47, Private,152572,0
30, Private,77634,0
40, Private,199513,0
19, Private,260327,0
23, Private,437940,0
54, Private,137069,0
34, Local-gov,32587,0
47, Self-emp-inc,193960,7298
33, Private,170651,0
68, ?,186163,0
39, Private,114544,0
28, Private,159724,0
63, Private,697806,0
34, Private,140011,0
53, Federal-gov,411700,7298
26, State-gov,179633,0
57, Local-gov,317690,7688
45, Local-gov,213334,0
41, Private,165304,0
57, Private,192325,0
53, Self-emp-not-inc,385183,0
33, Private,232650,0
47, Self-emp-not-inc,182474,0
37, Private,119992,0
26, Private,376016,0
39, Private,144638,0
48, Federal-gov,113612,0
65, ?,106161,0
36, Self-emp-not-inc,48160,0
30, Self-emp-not-inc,55176,0
21, Private,291232,0
55, Private,250149,0
62, ?,221064,0
27, Self-emp-not-inc,87745,0
35, Private,97136,0
18, Private,632271,0
18, Private,295607,0
84, ?,163443,0
78, Self-emp-not-inc,213136,0
23, Private,107882,0
35, Private,214378,0
24, Private,236427,0
28, Private,34292,0
33, Private,204780,15024
22, Private,161508,0
80, Private,151959,0
41, Private,196001,0
27, Self-emp-not-inc,211259,0
45, Private,35136,0
52, Private,288353,99999
48, Local-gov,93449,99999
17, Private,40432,0
60, Private,180632,0
76, Private,204113,7896
22, Private,336101,0
34, Private,235062,0
49, ?,312552,0
39, Private,226947,0
40, Private,29393,0
38, ?,115376,0
52, Self-emp-inc,146574,0
28, State-gov,175389,0
26, Self-emp-inc,316688,0
63, Self-emp-not-inc,187919,0
41, ?,188436,0
41, Private,80666,0
59, Self-emp-not-inc,381965,0
31, Private,192039,0
34, Self-emp-not-inc,181091,0
40, Private,50191,5455
29, Private,155256,0
42, Private,104973,0
35, Private,348771,0
55, Private,96415,0
77, Private,213136,0
59, Self-emp-inc,155259,0
47, Private,95155,0
56, Private,178787,0
34, Private,361497,0
61, State-gov,254890,0
36, Private,296478,0
61, Private,179791,0
25, Self-emp-inc,110010,0
35, Private,89622,0
56, State-gov,118614,0
30, State-gov,35683,0
53, Local-gov,163815,0
49, Private,175305,0
33, Self-emp-inc,96245,0
27, Private,201017,0
48, Private,95388,0
42, Private,249332,0
27, Private,194759,0
61, Private,260062,4416
36, Self-emp-not-inc,166213,0
42, Private,46743,0
20, Private,112387,0
22, Private,324685,0
34, Private,87943,0
45, Federal-gov,187510,0
26, Private,188703,0
38, Private,127961,7688
34, Private,200117,0
40, Self-emp-inc,142030,0
30, Private,226296,0
27, Private,239130,0
24, Private,165475,0
46, Self-emp-inc,328216,0
21, ?,118023,0
42, Self-emp-not-inc,206066,0
29, Local-gov,141005,0
28, Private,104870,0
44, Self-emp-not-inc,253250,0
39, Private,497788,0
42, Private,128354,0
49, Private,140782,0
37, Private,216129,0
65, Private,65757,0
35, ?,264758,0
23, Private,245361,0
48, Local-gov,216689,0
19, ?,139517,0
65, Local-gov,188903,6418
18, Private,170094,0
53, Private,108836,0
27, Private,189565,0
46, Private,347993,0
49, Private,187308,0
27, State-gov,136077,0
25, State-gov,165457,2463
49, Federal-gov,175428,0
78, ?,143574,0
34, Private,349148,0
72, Private,103990,0
55, Self-emp-inc,183884,0
21, Private,464484,0
41, Private,190786,7298
30, Private,348592,0
25, ?,177839,0
32, Private,152156,0
55, Private,141807,0
47, Local-gov,188537,0
43, Private,203233,0
51, Private,28978,0
53, Self-emp-inc,116211,0
18, ?,97683,0
19, Private,283945,0
43, Private,115178,0
48, State-gov,77102,0
23, Private,132220,0
53, Private,129301,0
22, Private,187592,0
34, Private,312667,0
36, Local-gov,206951,0
27, Private,587310,0
76, Private,328227,5556
35, Private,100634,0
49, Private,274200,0
18, Self-emp-inc,29582,0
68, Private,174812,0
22, State-gov,138513,0
37, Private,219137,0
23, Private,265148,0
41, Private,302606,0
18, Private,197600,0
36, Private,167415,0
44, Private,13769,0
26, Private,109390,0
36, Private,218188,0
49, Private,167159,0
72, Private,128529,0
22, Private,200973,0
22, Private,118235,0
23, Local-gov,250165,594
47, Private,269620,0
46, Private,212162,0
25, Private,147638,0
42, Private,304605,0
45, Self-emp-not-inc,165267,0
28, Private,122037,0
63, Self-emp-inc,165611,0
21, Private,262634,0
46, Private,280766,0
21, Private,226668,0
